id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated
seth2,seth2,sETH2,https://assets.coingecko.com/coins/images/16569/large/emerald256.png?1624494960,1620.57,135149872,197,135149872.0,505624.0,1653.91,1591.02,-29.568670244596206,-1.79189,-2544609.828984976,-1.84801,83437.3774320006,83437.3774320006,,4821.87,-66.36161,2021-11-10T14:23:55.647Z,887.7,82.71973,2022-06-18T20:57:32.629Z,,2023-08-23T03:38:14.831Z
wax,waxp,WAX,https://assets.coingecko.com/coins/images/1372/large/WAX_Coin_Tickers_P_512px.png?1602812260,0.04039461,135076454,198,152376679.0,854074.0,0.04211438,0.03978608,-0.00052610394282826,-1.28567,-1379287.4249670208,-1.01079,3342238508.06759,3770303327.0,3770303327.0,2.77,-98.54191,2018-01-09T00:00:00.000Z,0.01594711,153.42183,2019-12-30T16:39:58.981Z,"{'times': -0.873766846552482, 'currency': 'usd', 'percentage': -87.37668465524821}",2023-08-23T03:38:43.052Z
stasis-eurs,eurs,STASIS EURO,https://assets.coingecko.com/coins/images/5164/large/EURS_300x300.png?1550571779,1.087,134964866,199,134964866.0,4709865.0,1.094,1.079,-0.00170737583694236,-0.15677,-258695.75169366598,-0.19131,124125940.0,124125940.0,124125940.0,1.79,-39.41423,2023-03-14T12:00:06.279Z,0.929636,16.86386,2022-11-10T13:44:54.149Z,,2023-08-23T03:38:36.666Z
iostoken,iost,IOST,https://assets.coingecko.com/coins/images/2523/large/IOST.png?1557555183,0.00719231,134497148,200,647004743.0,3447201.0,0.00723988,0.00699478,3.16e-05,0.4413,-72783.96801972389,-0.05409,18708894189.0,18708894189.0,90000000000.0,0.129829,-94.46031,2018-01-24T00:00:00.000Z,0.00160309,348.64035,2020-03-13T02:25:35.257Z,,2023-08-23T03:38:36.108Z
band-protocol,band,Band Protocol,https://assets.coingecko.com/coins/images/9545/large/Band_token_blue_violet_token.png?1625881431,1.006,134060723,201,138488165.0,8248882.0,1.013,0.96155,0.00197122,0.19627,49283.0,0.03678,133228548.245332,137628507.222946,,22.83,-95.59685,2021-04-15T12:04:11.270Z,0.203625,393.6556,2019-11-25T05:49:22.765Z,"{'times': 1.1274743680159176, 'currency': 'usd', 'percentage': 112.74743680159176}",2023-08-23T03:38:41.456Z
iotex,iotx,IoTeX,https://assets.coingecko.com/coins/images/3334/large/iotex-logo.png?1547037941,0.01407579,133309183,202,134032121.0,3565828.0,0.014344,0.01367599,8.471e-05,0.60547,883906.0,0.66748,9445046142.0,9496266827.32,9496266827.32,0.255593,-94.45423,2021-11-13T16:54:18.643Z,0.00121576,1065.90333,2020-03-13T02:29:47.597Z,,2023-08-23T03:38:38.812Z
axelar,axl,Axelar,https://assets.coingecko.com/coins/images/27277/large/V-65_xQ1_400x400.jpeg?1663121730,0.357761,133099949,203,389702898.0,19940836.0,0.363174,0.349441,-0.002777066623234015,-0.77026,-572941.1392991692,-0.42861,371488625.659727,1087680314.71367,,1.15,-68.96912,2022-09-27T22:19:02.643Z,0.326979,9.60719,2023-07-10T02:20:52.277Z,,2023-08-23T03:38:34.719Z
unibot,unibot,Unibot,https://assets.coingecko.com/coins/images/30462/large/logonoline_%281%29.png?1687510315,130.29,131939992,204,131939992.0,11404814.0,145.36,116.3,-12.900865068873657,-9.00949,-9503033.460804492,-6.71863,1000000.0,1000000.0,1000000.0,236.98,-44.36355,2023-08-16T13:34:42.408Z,2.46,5250.32628,2023-05-22T09:19:33.417Z,,2023-08-23T03:38:22.997Z
harrypotterobamasonic10in,bitcoin,HarryPotterObamaSonic10Inu (ETH),https://assets.coingecko.com/coins/images/30323/large/hpos10i_logo_casino_night-dexview.png?1684117567,0.131674,131551028,205,131577586.0,8486701.0,0.170785,0.127321,-0.039111281114619006,-22.90084,-40013875.39986774,-23.32288,999798155.0,999798155.0,1000000000.0,0.196317,-32.55259,2023-08-20T18:54:54.704Z,0.00066337,19860.45149,2023-05-31T23:11:46.784Z,,2023-08-23T03:38:44.581Z
magic,magic,Magic,https://assets.coingecko.com/coins/images/18623/large/magic.png?1656052146,0.5901,131517951,206,205305037.0,16119039.0,0.602021,0.56445,-0.005102372301605263,-0.85725,-1305472.0569746941,-0.98286,222744820.229575,339645510.317976,347714007.0,6.32,-90.65222,2022-02-19T16:24:53.615Z,0.01999252,2856.6831,2021-10-07T01:57:51.729Z,,2023-08-23T03:38:34.104Z
biconomy,bico,Biconomy,https://assets.coingecko.com/coins/images/21061/large/biconomy_logo.jpg?1638269749,0.207827,129815362,207,207834113.0,1545508.0,0.211193,0.201235,-0.002529424178783241,-1.20245,-1813790.918876931,-1.37796,624610465.36516,1000000000.0,1000000000.0,21.45,-99.03117,2021-12-02T02:18:45.254Z,0.196287,5.85642,2023-08-17T21:51:50.996Z,,2023-08-23T03:38:41.862Z
ocean-protocol,ocean,Ocean Protocol,https://assets.coingecko.com/coins/images/3687/large/ocean-protocol-logo.jpg?1547038686,0.297477,129093946,208,419380666.0,14669844.0,0.303368,0.28902,-0.002572331759682245,-0.8573,-1246777.2001220584,-0.95655,434026836.76781356,1410000000.0,1410000000.0,1.93,-84.57924,2021-04-10T09:24:58.915Z,0.01284832,2216.37926,2019-08-11T00:00:00.000Z,"{'times': 1.4789729084993408, 'currency': 'usd', 'percentage': 147.89729084993408}",2023-08-23T03:38:37.037Z
tribe-2,tribe,Tribe,https://assets.coingecko.com/coins/images/14575/large/tribe.PNG?1617487954,0.285592,128010890,209,281333012.0,31985.0,0.28768,0.269636,0.01003433,3.64147,1341314.0,1.05891,455015530.80485964,1000000000.0,1000000000.0,2.45,-88.56323,2021-04-03T23:33:40.147Z,0.14412,94.40531,2022-08-19T07:45:15.996Z,,2023-08-23T03:38:36.291Z
swissborg,chsb,SwissBorg,https://assets.coingecko.com/coins/images/2117/large/YJUrRy7r_400x400.png?1589794215,0.133254,126933553,210,133367942.0,6723703.0,0.139317,0.131152,-0.005908925205097921,-4.24603,-5614443.98540093,-4.23578,951754603.4742761,1000000000.0,,1.64,-91.86662,2021-05-04T17:14:50.120Z,0.00502687,2553.29117,2019-07-28T00:00:00.000Z,"{'times': 0.332544603636666, 'currency': 'usd', 'percentage': 33.2544603636666}",2023-08-23T03:38:26.766Z
krypton-dao,krd,Krypton DAO,https://assets.coingecko.com/coins/images/25467/large/krd.png?1651915442,1.24,126650960,211,12361361895.0,1167.01,1.24,1.14,0.03543697,2.95144,3651629.0,2.96882,102457125.0,10000000000.0,10000000000.0,4.04,-69.38329,2023-05-31T00:21:03.622Z,0.153898,703.17651,2022-08-18T07:19:22.184Z,,2023-08-23T03:37:56.295Z
terrausd,ustc,TerraClassicUSD,https://assets.coingecko.com/coins/images/12681/large/UST.png?1653548090,0.01272477,124615002,212,124684962.0,3049563.0,0.01305264,0.01238294,-0.000287311147259824,-2.20803,-3145022.112569809,-2.46166,9789556205.98741,9795052125.71749,,1.092,-98.83335,2021-01-11T22:30:57.984Z,0.00601921,111.63483,2022-06-18T20:35:39.169Z,,2023-08-23T03:38:43.607Z
harmony,one,Harmony,https://assets.coingecko.com/coins/images/4344/large/Y88JAze.png?1565065793,0.00992226,121974946,213,130406525.0,12148671.0,0.00991781,0.0092027,0.00020035,2.06084,1985142.0,1.65443,12305426115.0007,13156044839.793139,13156044839.793139,0.37902,-97.3857,2021-10-26T09:28:49.782Z,0.00127355,678.04021,2020-03-13T02:24:14.005Z,"{'times': 2.1251226899725215, 'currency': 'usd', 'percentage': 212.51226899725216}",2023-08-23T03:38:40.630Z
bitcoin-avalanche-bridged-btc-b,btc.b,Bitcoin Avalanche Bridged (BTC.b),https://assets.coingecko.com/coins/images/26115/large/btcb.png?1655921693,25979.0,121287080,214,121287080.0,4730818.0,26159.0,25537.0,-30.623630925365433,-0.11774,-86871.5001386851,-0.07157,4668.81354048,4668.81354048,,42442.0,-38.77077,2023-01-16T22:36:24.558Z,7806.11,232.90118,2023-03-03T05:01:42.603Z,,2023-08-23T03:37:59.506Z
bitkub-coin,kub,Bitkub Coin,https://assets.coingecko.com/coins/images/15760/large/KUB.png?1621825161,1.35,119793939,215,148309886.0,1151452.0,1.38,1.24,0.084212,6.67702,7718564.0,6.88694,88850000.0,110000000.0,110000000.0,17.24,-92.12616,2021-12-28T01:16:46.693Z,0.381968,255.37729,2021-07-20T14:22:47.966Z,,2023-08-23T03:37:17.470Z
canvas-n-glr,glr,GalleryCoin,https://assets.coingecko.com/coins/images/29372/large/%EA%B0%A4%EB%9F%AC%EB%A6%AC%EC%BD%94%EC%9D%B8_%EB%A1%9C%EA%B3%A0%28200_200%29.png?1678350274,0.496467,119589684,216,992799831.0,113574.0,0.497296,0.494094,-0.000733560860156746,-0.14754,-208394.38262689114,-0.17395,240913990.0,2000000000.0,2000000000.0,0.56885,-12.86761,2023-07-28T15:58:45.911Z,0.223501,121.76704,2023-04-01T22:57:51.207Z,,2023-08-23T03:37:59.235Z
bora,bora,BORA,https://assets.coingecko.com/coins/images/7646/large/mqFw8hxm_400x400.jpeg?1656657343,0.119314,118584503,217,143882530.0,762170.0,0.120805,0.115287,-0.000804864868225216,-0.67006,1247377.0,1.06307,993750000.0,1205750000.0,1205750000.0,1.61,-92.54935,2021-11-25T00:10:02.143Z,0.00482732,2384.4007,2020-02-15T17:49:05.317Z,,2023-08-23T03:38:38.710Z
wrapped-beacon-eth,wbeth,Wrapped Beacon ETH,https://assets.coingecko.com/coins/images/30061/large/wbeth-icon.png?1683001548,1652.6,117214287,218,117214287.0,78350.0,1688.88,1623.0,-32.94700294525751,-1.95468,-2441078.6505961567,-2.04009,70938.0,70938.0,,2037.5,-18.88474,2023-07-14T01:24:42.867Z,1594.31,3.66396,2023-08-17T21:50:48.211Z,,2023-08-23T03:38:32.800Z
gains-network,gns,Gains Network,https://assets.coingecko.com/coins/images/19737/large/logo.png?1635909203,3.76,113889812,219,113889812.0,3536331.0,3.82,3.68,-0.06150187924007122,-1.61066,-1975264.171874553,-1.7048,30306717.0,30306717.0,30306717.0,12.48,-69.89015,2023-02-17T07:55:07.998Z,0.265841,1313.41742,2021-11-29T05:56:42.899Z,,2023-08-23T03:38:41.571Z
amp-token,amp,Amp,https://assets.coingecko.com/coins/images/12409/large/amp-200x200.png?1599625397,0.00200367,112457934,220,199250088.0,3129975.0,0.00203624,0.00196083,-2.1379906858919e-05,-1.05577,-1246228.479801312,-1.09603,56127938240.441696,99446043447.1583,99446043447.1583,0.120813,-98.34298,2021-06-16T16:03:41.147Z,0.00185806,7.741,2023-06-10T06:55:55.878Z,,2023-08-23T03:38:39.403Z
sushi,sushi,Sushi,https://assets.coingecko.com/coins/images/12271/large/512x512_Logo_no_chop.png?1606986688,0.581071,112053233,221,145305339.0,19024468.0,0.585731,0.560192,0.00335743,0.58116,542971.0,0.48692,192789255.8554817,249543477.187306,250000000.0,23.38,-97.513,2021-03-13T23:44:36.774Z,0.475381,22.29589,2020-11-04T14:53:53.560Z,,2023-08-23T03:38:43.322Z
msol,msol,Marinade staked SOL,https://assets.coingecko.com/coins/images/17752/large/mSOL.png?1644541955,23.34,111097848,222,111094725.0,2581883.0,23.93,22.45,-0.5042655674374892,-2.11447,-2895248.8168663234,-2.53985,4766684.0,4766684.0,4766684.0,3541.84,-99.3406,2021-08-23T22:16:35.076Z,8.93,161.52742,2022-12-29T20:45:33.039Z,,2023-08-23T03:38:31.277Z
stargate-finance,stg,Stargate Finance,https://assets.coingecko.com/coins/images/24413/large/STG_LOGO.png?1647654518,0.540661,110418771,223,540345354.0,10674872.0,0.548536,0.523272,-0.001942972770856977,-0.35808,-404515.8521105498,-0.36501,204348515.727817,1000000000.0,1000000000.0,4.14,-86.94082,2022-04-02T00:00:00.000Z,0.337788,60.11263,2022-08-19T00:00:00.000Z,,2023-08-23T03:38:34.819Z
energy-web-token,ewt,Energy Web,https://assets.coingecko.com/coins/images/10886/large/R9gQTJV__400x400.png?1585604557,2.33,110309993,224,233089634.0,1274906.0,2.4,2.28,0.02346056,1.01707,954066.0,0.87244,47325138.6991253,69017450.9455633,100000000.0,22.67,-89.71325,2021-04-17T03:10:00.960Z,0.543628,329.02933,2020-04-03T00:00:00.000Z,,2023-08-23T03:38:22.911Z
digibyte,dgb,DigiByte,https://assets.coingecko.com/coins/images/63/large/digibyte.png?1547033717,0.00667851,110072088,225,140505744.0,1745206.0,0.00670654,0.00641748,1.981e-05,0.29748,345728.0,0.31508,16451383234.527,21000000000.0,,0.178084,-96.2422,2021-05-01T00:19:01.967Z,3.099e-05,21496.56564,2015-01-14T00:00:00.000Z,,2023-08-23T03:38:37.764Z
coredaoorg,core,Core,https://assets.coingecko.com/coins/images/28938/large/coredao.png?1675503751,0.70859,109837717,226,1489377857.0,8857879.0,0.739333,0.687656,-0.030314088196520594,-4.10257,-4741766.552603692,-4.13841,154869500.620963,2100000000.0,2100000000.0,6.14,-88.46551,2023-02-08T12:55:39.828Z,0.68125,4.02019,2023-08-17T21:51:47.182Z,,2023-08-23T03:38:43.891Z
kadena,kda,Kadena,https://assets.coingecko.com/coins/images/3693/large/Logo.png?1686042789,0.446536,108911256,227,448030735.0,2475434.0,0.45628,0.430879,-0.009736535584304984,-2.13393,-2175364.651558101,-1.95826,243088806.07696,1000000000.0,1000000000.0,27.64,-98.37745,2021-11-11T13:22:45.731Z,0.065811,581.34422,2020-03-13T02:00:28.582Z,"{'times': -0.5534641070818467, 'currency': 'usd', 'percentage': -55.34641070818467}",2023-08-23T03:38:43.271Z
lukso-token,lyxe,LUKSO [OLD],https://assets.coingecko.com/coins/images/11423/large/LYX.png?1689818779,6.84,106028651,228,680721780.0,536048.0,7.29,6.18,-0.44978213614852613,-6.17229,-4450868.792531863,-4.02868,15575915.708856644,100000000.0,100000000.0,41.18,-83.29427,2021-11-04T07:31:04.430Z,0.203056,3287.79496,2020-07-18T10:14:36.612Z,,2023-08-23T03:38:23.757Z
hive,hive,Hive,https://assets.coingecko.com/coins/images/10840/large/logo_transparent_4x.png?1584623184,0.282943,105072359,229,,454548.0,0.289769,0.278096,-0.004449929173677758,-1.54838,-1716954.2123215944,-1.6078,371261453.714,,,3.41,-91.67849,2021-11-26T01:46:11.175Z,0.087309,224.79967,2020-04-06T07:35:48.099Z,,2023-08-23T03:38:40.135Z
blox,cdt,Blox,https://assets.coingecko.com/coins/images/1231/large/Blox_Staking_Logo_2.png?1609117544,0.154816,104435913,230,154816388.0,119023.0,0.175023,0.122303,-0.012206777384663692,-7.30843,-8174853.301344156,-7.25939,674579184.17,1000000000.0,,0.502216,-69.19482,2023-03-21T14:15:03.845Z,0.00164788,9288.31726,2020-03-13T02:24:15.284Z,"{'times': -0.4224727077423685, 'currency': 'eth', 'percentage': -42.24727077423685}",2023-08-23T03:24:00.986Z
nucypher,nu,NuCypher,https://assets.coingecko.com/coins/images/3318/large/photo1198982838879365035.jpg?1547037916,0.059361,102416061,231,264863921.0,1796.29,0.05942,0.059332,-5.9393318473315e-05,-0.09995,1048854.0,1.03471,0.0,3885390081.74825,3885390081.74825,2.61,-97.72301,2021-10-15T08:50:14.799Z,0.01610325,268.97361,2023-07-22T14:58:11.418Z,,2023-08-23T03:38:12.928Z
zencash,zen,Horizen,https://assets.coingecko.com/coins/images/691/large/horizen.png?1555052241,7.29,102214087,232,152865536.0,3888948.0,7.39,6.99,0.117749,1.64277,1447765.0,1.43676,14041725.0,14041712.5,21000000.0,165.92,-95.60414,2021-05-08T06:00:30.087Z,3.26,123.41789,2019-10-17T00:00:00.000Z,,2023-08-23T03:38:41.971Z
skale,skl,SKALE,https://assets.coingecko.com/coins/images/13245/large/SKALE_token_300x300.png?1606789574,0.02176398,101878396,233,152582638.0,6912485.0,0.02218774,0.02073298,3.42e-06,0.0157,112596.0,0.11064,4673852671.0,5108573535.65703,7000000000.0,1.22,-98.20234,2021-03-12T05:14:18.439Z,0.0196692,11.16033,2022-12-31T07:01:52.837Z,,2023-08-23T03:38:35.077Z
lisk,lsk,Lisk,https://assets.coingecko.com/coins/images/385/large/Lisk_Symbol_-_Blue.png?1573444104,0.70202,101564652,234,,604629.0,0.714762,0.695309,-0.007022737991270289,-0.99045,-1265344.3456759304,-1.23052,144818773.0,,,34.92,-97.9906,2018-01-07T00:00:00.000Z,0.101672,590.22334,2017-03-01T00:00:00.000Z,,2023-08-23T03:38:39.872Z
uma,uma,UMA,https://assets.coingecko.com/coins/images/10951/large/UMA.png?1586307916,1.37,100800798,235,157800018.0,4608764.0,1.4,1.33,-0.023554642509648893,-1.68961,-1514253.2696409523,-1.47999,73512071.34457327,115080499.011179,115080499.011179,41.56,-96.69506,2021-02-04T11:27:11.433Z,0.303625,352.33398,2020-04-29T17:00:41.760Z,,2023-08-23T03:38:44.280Z
ssv-network,ssv,SSV Network,https://assets.coingecko.com/coins/images/19155/large/ssv.png?1638181902,14.19,100711157,236,157439463.0,8246158.0,14.49,13.58,-0.2654937418835015,-1.83615,-2013774.9891748577,-1.96036,7085672.647228521,11076871.0,,49.52,-71.26608,2023-02-27T23:15:10.196Z,3.67,287.59636,2022-06-18T20:56:57.599Z,,2023-08-23T03:38:35.436Z
coinex-token,cet,CoinEx,https://assets.coingecko.com/coins/images/4817/large/coinex-token.png?1547040183,0.03367372,99950881,237,335635337.0,228438.0,0.03369225,0.03295613,0.00033273,0.99796,-311945.19524770975,-0.31113,2977960610.9,201100000.613172,10000000000.0,0.150293,-77.92916,2018-07-03T22:04:23.838Z,0.00410696,707.67457,2018-12-15T00:00:00.000Z,,2023-08-23T03:38:36.486Z
kyber-network-crystal,knc,Kyber Network Crystal,https://assets.coingecko.com/coins/images/14899/large/RwdVsGcw_400x400.jpg?1618923851,0.537713,97831473,238,135865376.0,11181763.0,0.546517,0.518016,0.00153171,0.28567,427226.0,0.43861,181672720.04658374,228331675.333522,252301550.0,5.7,-90.5312,2022-04-29T00:29:36.976Z,0.447874,20.4039,2023-06-10T04:31:08.299Z,,2023-08-23T03:38:37.635Z
zelcash,flux,Flux,https://assets.coingecko.com/coins/images/5163/large/Flux_symbol_blue-white.png?1617192144,0.306085,96916019,239,134628132.0,3800572.0,0.316427,0.29964,-0.007012452234078593,-2.23971,-2350208.3436408043,-2.36758,316746937.299234,440000000.0,,3.33,-90.73698,2022-01-03T10:18:02.680Z,0.01640374,1778.07859,2021-01-13T05:29:57.987Z,,2023-08-23T03:38:36.714Z
everscale,ever,Everscale,https://assets.coingecko.com/coins/images/12783/large/everscale_badge_main_round_1x.png?1640050196,0.052993,95519039,240,110630248.0,2248341.0,0.05349,0.052693,0.00022521,0.4268,334512.0,0.35144,1804769019.0,2090285318.0,,2.56,-97.93315,2020-10-13T21:23:14.299Z,0.02451169,116.0643,2022-12-29T07:05:05.994Z,,2023-08-23T03:38:44.152Z
constellation-labs,dag,Constellation,https://assets.coingecko.com/coins/images/4645/large/Constellation_Network_Logo.png?1662543939,0.03224209,93110209,241,114408554.0,247962.0,0.03427357,0.03219444,-0.001714728545380927,-5.04973,-4845736.817285329,-4.94685,2889130478.0654,3550000000.0,,0.451761,-92.87511,2021-08-25T23:30:00.311Z,0.00110189,2821.11531,2019-03-09T00:00:00.000Z,"{'times': -0.7038052360959808, 'currency': 'eth', 'percentage': -70.38052360959809}",2023-08-23T03:38:09.604Z
deso,deso,Decentralized Social,https://assets.coingecko.com/coins/images/16310/large/deso-logo-refresh-white.png?1666430590,8.84,93087618,242,95529110.0,2909763.0,9.0,8.82,-0.1612406329600855,-1.79195,-1608205.6816572547,-1.69829,10532253.8854,10808492.6854,10808492.6854,198.68,-95.5425,2021-06-19T20:53:25.052Z,5.33,66.19616,2022-09-01T18:05:41.566Z,,2023-08-23T03:38:44.512Z
reserve-rights-token,rsr,Reserve Rights,https://assets.coingecko.com/coins/images/8365/large/rsr.png?1637983320,0.00182341,92130541,243,182076168.0,6948805.0,0.0018434,0.00170777,-7.11522923215e-06,-0.3887,-576208.7313681096,-0.62154,50600000000.0,100000000000.0,100000000000.0,0.117424,-98.4454,2021-04-16T17:45:02.062Z,0.00121354,50.42448,2020-03-16T11:09:08.151Z,"{'times': 0.6576440633071554, 'currency': 'usd', 'percentage': 65.76440633071554}",2023-08-23T03:38:37.671Z
polymesh,polyx,Polymesh,https://assets.coingecko.com/coins/images/23496/large/Polymesh-symbol.png?1683256883,0.108862,92095008,244,92095008.0,1302811.0,0.111016,0.106856,-0.001493452663526171,-1.35331,-597674.7070341855,-0.64479,845936143.93111,845936143.93111,,0.494208,-77.95888,2022-10-17T11:43:16.638Z,0.100357,8.54106,2023-06-15T11:29:34.993Z,,2023-08-23T03:38:34.207Z
hxro,hxro,HXRO,https://assets.coingecko.com/coins/images/7805/large/X_3D_Black_%2810%29.png?1690137100,0.149779,91467977,245,149852772.0,3875.38,0.152546,0.149046,-0.00218575933049156,-1.43833,-1345093.0287798643,-1.44925,610385617.0535563,1000000000.0,,0.800981,-81.30081,2021-06-05T00:59:41.210Z,0.00914678,1537.48296,2019-11-10T15:12:15.992Z,,2023-08-23T03:37:41.884Z
lido-staked-sol,stsol,Lido Staked SOL,https://assets.coingecko.com/coins/images/18369/large/logo_-_2021-09-15T100934.765.png?1631671781,23.24,90507210,246,90507097.0,1089738.0,23.78,22.33,-0.4931189493851491,-2.07804,-2207140.6124153733,-2.38058,3900411.7359,3900406.846,3900406.846,263.24,-91.1685,2021-11-07T01:28:34.051Z,8.65,168.6155,2022-12-29T20:46:29.701Z,,2023-08-23T03:37:42.200Z
murasaki,mura,Murasaki,https://assets.coingecko.com/coins/images/28570/large/mura.png?1671795851,1.72,90206639,247,1571544230.0,2105.25,1.75,1.56,-0.033369908855505725,-1.90483,-7650250.90319556,-7.81779,57400000.0,1000000000.0,1000000000.0,3.38,-53.4524,2023-07-30T07:06:26.402Z,0.234193,571.05148,2023-03-21T20:58:36.232Z,,2023-08-23T03:37:55.809Z
nervos-network,ckb,Nervos Network,https://assets.coingecko.com/coins/images/9566/large/Nervos_White.png?1608280856,0.00266552,88879432,248,,1626397.0,0.00269036,0.00256926,-4.18424432118e-06,-0.15673,-422770.12183243036,-0.47342,33340636263.0312,,,0.04370633,-93.89453,2021-03-31T17:08:59.155Z,0.00197892,34.84509,2022-12-17T14:25:57.243Z,"{'times': -0.7334484789459139, 'currency': 'usd', 'percentage': -73.3448478945914}",2023-08-23T03:38:36.544Z
playdapp,pla,PlayDapp,https://assets.coingecko.com/coins/images/14316/large/54023228.png?1615366911,0.157212,88197061,249,110221002.0,1350495.0,0.164995,0.15398,-0.007782716726184303,-4.71694,-3068487.843673423,-3.36215,560128667.0,700000000.0,,3.74,-95.793,2021-10-31T01:43:56.805Z,0.093206,69.00724,2021-06-22T13:53:57.916Z,,2023-08-23T03:38:42.415Z
cartesi,ctsi,Cartesi,https://assets.coingecko.com/coins/images/11038/large/Cartesi_Logo.png?1689603517,0.119044,88112236,250,118502945.0,4288238.0,0.120713,0.113512,0.0007518,0.63554,-222422.1355175376,-0.25179,743544691.0252277,1000000000.0,1000000000.0,1.74,-93.18873,2021-05-09T00:43:41.306Z,0.02670608,344.84379,2020-05-10T04:49:27.744Z,,2023-08-23T03:38:36.627Z
